i,matrix_alpha,habitat_alpha,ratio,eca
37,625,84703,135.52527156068805,604.0505291296004
6,34694,1526,0.04398046511104,576.6106460756665
14,22204,1221,0.0549755813888,725.182839475384
32,14211,105879,7.450580596923828,881.6224810676057
6,43368,1907,0.04398046511104,596.3915994585794
37,781,105879,135.52527156068805,644.3621546895359
6,54210,2384,0.04398046511104,613.051524231632
14,27756,1526,0.0549755813888,753.230430677574
32,17764,132349,7.450580596923828,886.4531003698893
37,977,132349,135.52527156068805,684.2605131505268
6,67763,2980,0.04398046511104,626.947972635848
14,34694,1907,0.0549755813888,776.717895985463
6,84703,3725,0.04398046511104,638.4475317771067
32,22204,165436,7.450580596923828,890.3485160093053
26,67763,400,0.005902958103587056,444.83714244092164
37,1221,165436,135.52527156068805,722.2523230604661
6,105879,4657,0.04398046511104,647.9019133379421
14,43368,2384,0.0549755813888,796.2135263118743
26,84703,500,0.005902958103587056,476.098962456124
32,27756,206795,7.450580596923828,893.4848108909998
6,132349,5821,0.04398046511104,655.6337814472918
26,105879,625,0.005902958103587056,503.5730565586988
37,1526,206795,135.52527156068805,757.2705990448499
14,54210,2980,0.0549755813888,812.2799940480669
26,132349,781,0.005902958103587056,527.3071606498452
6,165436,7276,0.04398046511104,661.9298497284424
32,34694,258494,7.450580596923828,896.0067123155503
17,400,781,1.953125,202.66189821090083
26,165436,977,0.005902958103587056,547.5190450456848
6,206795,9095,0.04398046511104,667.0389546959914
14,67763,3725,0.0549755813888,825.4437283955166
17,500,977,1.953125,229.22548026163145
37,1907,258494,135.52527156068805,788.6893700568041
26,206795,1221,0.005902958103587056,564.5291442262185
32,43368,323117,7.450580596923828,898.0325136065403
6,258494,11369,0.04398046511104,671.1732544008942
17,625,1221,1.953125,257.63480689211866
40,400,1526,3.814697265625,335.17650192380285
26,258494,1526,0.005902958103587056,578.7064906033928
6,105879,400,0.0037778931862957163,446.3472795340716
14,84703,4657,0.0549755813888,836.178650914752
17,781,1526,1.953125,287.5729440804787
6,323117,14211,0.04398046511104,674.5111880380251
37,2384,323117,135.52527156068805,816.2620116818789
26,323117,1907,0.005902958103587056,590.4296790094082
32,54210,403897,7.450580596923828,899.6584777236536
6,132349,500,0.0037778931862957163,479.08481241183375
17,977,1907,1.953125,318.5079720313502
6,403897,17764,0.04398046511104,677.201260590736
26,403897,2384,0.005902958103587056,600.0613799120697
3,400,4657,11.641532182693481,482.2112270185931
14,105879,5821,0.0549755813888,844.8998285812173
17,1221,2384,1.953125,349.72377338829693
6,165436,625,0.0037778931862957163,509.4073273757622
40,500,1907,3.814697265625,380.2757576818009
37,2980,403897,135.52527156068805,840.0273339286415
17,1526,2980,1.953125,380.4089624784215
3,500,5821,11.641532182693481,506.0395983114376
6,206795,781,0.0037778931862957163,536.8944947668374
14,132349,7276,0.0549755813888,851.9634671471258
17,1907,3725,1.953125,409.7733483018354
6,258494,977,0.0037778931862957163,561.3230358164898
3,625,7276,11.641532182693481,531.6969770583856
17,2384,4657,1.953125,437.15285779352337
40,625,2384,3.814697265625,431.40636548294407
14,165436,9095,0.0549755813888,857.6706047834033
6,323117,1221,0.0037778931862957163,582.6542376674652
17,2980,5821,1.953125,462.07515060158835
9,400,323117,807.7935669463161,474.43028897515416
3,781,9095,11.641532182693481,558.8550863536594
17,3725,7276,1.953125,484.27848085097776
9,500,403897,807.7935669463161,488.9571420788998
6,403897,1526,0.0037778931862957163,600.9982315005287
14,206795,11369,0.0549755813888,862.2726846464144
17,4657,9095,1.953125,503.6928976447194
3,977,11369,11.641532182693481,586.7816058540143
40,781,2980,3.814697265625,487.53114662612506
32,400,258494,646.2348535570528,672.3377171910305
17,5821,11369,1.953125,520.399856761011
14,258494,14211,0.0549755813888,865.9778242571516
3,1221,14211,11.641532182693481,614.5688518666211
17,7276,14211,1.953125,534.5852499442856
32,500,323117,646.2348535570528,707.77195761479
17,9095,17764,1.953125,546.4960148345509
3,1526,17764,11.641532182693481,641.3356402548288
14,323117,17764,0.0549755813888,868.9570632311306
40,977,3725,3.814697265625,546.8219872792898
17,11369,22204,1.953125,556.4053426547691
17,14211,27756,1.953125,564.5877050491333
32,625,403897,646.2348535570528,739.4005671980533
3,1907,22204,11.641532182693481,666.3620108129601
14,403897,22204,0.0549755813888,871.3501888823738
28,400,1907,4.76837158203125,355.55042738407263
17,17764,34694,1.953125,571.3027545022555
3,2384,27756,11.641532182693481,689.1518687896321
40,1221,4657,3.814697265625,607.0220531869278
17,22204,43368,1.953125,576.7862545767887
28,500,2384,4.76837158203125,392.6316003610297
17,27756,54210,1.953125,581.2460754476155
3,2980,34694,11.641532182693481,709.4378460022922
28,625,2980,4.76837158203125,431.66621840512653
17,34694,67763,1.953125,584.8615491549742
17,43368,84703,1.953125,587.7848640038133
40,1526,5821,3.814697265625,665.8799033627674
3,3725,43368,11.641532182693481,727.1496331480726
28,781,3725,4.76837158203125,471.8518745341278
17,54210,105879,1.953125,590.1435544460173
3,4657,54210,11.641532182693481,742.3658354956452
17,67763,132349,1.953125,592.0434556328903
28,977,4657,4.76837158203125,512.1023738433066
28,400,2980,7.450580596923828,409.21398999372906
17,84703,165436,1.953125,593.57172801602
40,1907,7276,3.814697265625,721.4985812684981
3,5821,67763,11.641532182693481,755.26402147898
28,1221,5821,4.76837158203125,551.2477914510953
17,105879,206795,1.953125,594.7997239514576
28,500,3725,7.450580596923828,446.023148455925
3,7276,84703,11.641532182693481,766.077412694038
17,132349,258494,1.953125,595.7855797008497
28,1526,7276,4.76837158203125,588.2335843020642
28,625,4657,7.450580596923828,484.01403955036875
17,165436,323117,1.953125,596.5764868325305
40,2384,9095,3.814697265625,772.5225398496045
3,9095,105879,11.641532182693481,775.0616013482216
17,206795,403897,1.953125,597.2106394719052
28,1907,9095,4.76837158203125,622.2566626511964
28,781,5821,7.450580596923828,522.1987009430874
3,11369,132349,11.641532182693481,782.47142777113
18,403897,400,0.0009903520314283043,467.71352571149487
28,2384,11369,4.76837158203125,652.8193850340554
40,2980,11369,3.814697265625,818.1694819621116
28,977,7276,7.450580596923828,559.4798608105626
3,14211,165436,11.641532182693481,788.5465060134325
28,2980,14211,4.76837158203125,679.7157583924902
10,400,132349,330.8722450212111,470.1873667823923
28,1221,9095,7.450580596923828,594.8452351545969
3,17764,206795,11.641532182693481,793.5033465873935
28,3725,17764,4.76837158203125,702.9774621791433
40,3725,14211,3.814697265625,858.158230835161
10,500,165436,330.8722450212111,493.0796971701898
28,1526,11369,7.450580596923828,627.5045186156824
3,22204,258494,11.641532182693481,797.532102970486
28,4657,22204,4.76837158203125,722.805494735269
10,625,206795,330.8722450212111,518.7899766114787
28,1907,14211,7.450580596923828,656.9494112904167
3,27756,323117,11.641532182693481,800.796313965511
40,4657,17764,3.814697265625,892.5888729216189
28,5821,27756,4.76837158203125,739.5049064669975
10,781,258494,330.8722450212111,546.4217320564429
28,2384,17764,7.450580596923828,682.9482620061399
3,34694,403897,11.641532182693481,803.4344213695372
28,7276,34694,4.76837158203125,753.4314252768318
10,977,323117,330.8722450212111,574.8030722378498
28,2980,22204,7.450580596923828,705.5001411184743
40,5821,22204,3.814697265625,921.8167492688737
28,9095,43368,4.76837158203125,764.9524754099136
32,403897,400,0.0009903520314283043,773.2424004726081
3,400,1907,4.76837158203125,401.9272250578386
10,1221,403897,330.8722450212111,602.7435237828006
28,3725,27756,7.450580596923828,724.77251229826
28,11369,54210,4.76837158203125,774.4214951096733
3,500,2384,4.76837158203125,432.57558956854484
40,7276,27756,3.814697265625,946.3434558691315
28,4657,34694,7.450580596923828,741.0396156261854
16,400,403897,1009.7419586828951,620.7464059907338
28,14211,67763,4.76837158203125,782.1629287586404
3,625,2980,4.76837158203125,464.30934013661516
28,5821,43368,7.450580596923828,754.6307801621107
28,17764,84703,4.76837158203125,788.4649971664261
40,9095,34694,3.814697265625,966.7335812615285
43,11369,400,0.035184372088832,705.2426842064037
3,781,3725,4.76837158203125,497.0999370707319
44,400,27756,69.38893903907228,548.9471350506988
28,7276,54210,7.450580596923828,765.8918214559669
28,22204,105879,4.76837158203125,793.5776937570239
3,977,4657,4.76837158203125,530.4866240849451
44,500,34694,69.38893903907228,583.2285498653456
28,9095,67763,7.450580596923828,775.1590151768268
41,400,258494,646.2348535570528,619.809518095932
43,14211,500,0.035184372088832,751.0250708009243
28,27756,132349,4.76837158203125,797.7140127000545
40,11369,43368,3.814697265625,983.5571620035088
39,1221,400,0.32768,286.76333646583333
3,1221,5821,4.76837158203125,563.7180452110852
44,625,43368,69.38893903907228,615.5237384998678
28,11369,84703,7.450580596923828,782.743435887929
28,34694,165436,4.76837158203125,801.0529724490667
43,17764,625,0.035184372088832,790.52267806744
3,1526,7276,4.76837158203125,595.9401184575415
39,1526,500,0.32768,341.0776354502911
41,500,323117,646.2348535570528,665.756122020209
44,781,54210,69.38893903907228,645.2140683633387
28,14211,105879,7.450580596923828,788.9230092886605
40,14211,54210,3.814697265625,997.3537153802198
28,43368,206795,4.76837158203125,803.7434662902757
47,1907,400,0.2097152,241.2849258349585
3,1907,9095,4.76837158203125,626.3624922374728
43,22204,781,0.035184372088832,824.1147772014137
47,2384,500,0.2097152,277.2010295785696
44,977,67763,69.38893903907228,671.9404199337196
39,1907,625,0.32768,398.13308667510586
28,17764,132349,7.450580596923828,793.939848591614
28,54210,258494,4.76837158203125,805.9083267581902
47,2980,625,0.2097152,312.11332341728445
40,17764,67763,3.814697265625,1008.6125307191224
41,625,403897,646.2348535570528,713.9001940435818
3,2384,11369,4.76837158203125,654.3697433083184
47,3725,781,0.2097152,344.9677193628768
44,1221,84703,69.38893903907228,695.5634025113334
28,22204,165436,7.450580596923828,798.0009277507287
28,67763,323117,4.76837158203125,807.6482428873343
39,2384,781,0.32768,455.8873865447365
43,27756,977,0.035184372088832,852.3515789580226
47,4657,977,0.2097152,375.0248781872779
47,5821,1221,0.2097152,401.86823016867794
3,2980,14211,4.76837158203125,679.5703410873103
44,1526,105879,69.38893903907228,716.114811257661
28,84703,403897,4.76837158203125,809.0453392639724
28,27756,206795,7.450580596923828,801.2806620073521
47,7276,1526,0.2097152,425.36061870337295
39,2980,977,0.32768,512.3317033009561
40,22204,84703,3.814697265625,1017.7642469161242
47,9095,1907,0.2097152,445.5770636001519
43,34694,1221,0.035184372088832,875.8610672289133
3,3725,17764,4.76837158203125,701.7940779878082
47,11369,2384,0.2097152,462.7346587105869
44,1907,132349,69.38893903907228,733.749802128668
28,34694,258494,7.450580596923828,803.9244154061987
47,14211,2980,0.2097152,477.1317521786525
39,3725,1221,0.32768,565.756183084187
47,17764,3725,0.2097152,489.1012185888727
3,4657,22204,4.76837158203125,721.0567417940348
43,43368,1526,0.035184372088832,895.2832555604542
44,2384,165436,69.38893903907228,748.7038756124113
28,43368,323117,7.450580596923828,806.0523043094412
40,27756,105879,3.814697265625,1025.1796954756994
47,22204,4657,0.2097152,498.97796904029536
47,27756,5821,0.2097152,507.07853737734285
39,4657,1526,0.32768,614.9081533533581
3,5821,27756,4.76837158203125,737.5106792988385
44,2980,206795,69.38893903907228,761.256712234061
47,34694,7276,0.2097152,513.6898523125959
28,54210,403897,7.450580596923828,807.7629183497726
43,54210,1907,0.035184372088832,911.2281353919758
47,43368,9095,0.2097152,519.0644378010794
40,34694,132349,3.814697265625,1031.1730374587223
3,7276,34694,4.76837158203125,751.3950462512854
47,54210,11369,0.2097152,523.4197798137601
39,5821,1907,0.32768,659.0335042884215
44,3725,258494,69.38893903907228,771.7038232284345
47,67763,14211,0.2097152,526.9401698584404
47,84703,17764,0.2097152,529.7798482493212
43,67763,2384,0.035184372088832,924.2519147501743
3,9095,43368,4.76837158203125,762.9935586602919
44,4657,323117,69.38893903907228,780.33602901304
39,7276,2384,0.32768,697.829462641588
47,105879,22204,0.2097152,532.0666757614972
40,43368,165436,3.814697265625,1036.0071417324473
47,132349,27756,0.2097152,533.9058593474424
3,11369,54210,4.76837158203125,772.6026690589102
47,165436,34694,0.2097152,535.3834627243101
44,5821,403897,69.38893903907228,787.4259782400839
43,84703,2980,0.035184372088832,934.846230547228
39,9095,2980,0.32768,731.349365084814
47,206795,43368,0.2097152,536.5695674545508
3,14211,67763,4.76837158203125,780.509990065884
47,258494,54210,0.2097152,537.5210345235229
40,54210,206795,3.814697265625,1039.8998682979486
47,323117,67763,0.2097152,538.2838662015158
39,11369,3725,0.32768,759.8944657900689
43,105879,3725,0.035184372088832,943.4358879170131
3,17764,84703,4.76837158203125,786.9812735164277
47,403897,84703,0.2097152,538.8951951016131
30,105879,400,0.0037778931862957163,447.1815745119584
3,22204,105879,4.76837158203125,792.2538087691813
39,14211,4657,0.32768,783.9152772307312
40,67763,258494,3.814697265625,1043.0304402628367
43,132349,4657,0.035184372088832,950.3817569227713
30,132349,500,0.0037778931862957163,478.6177112892793
3,27756,132349,4.76837158203125,796.5342419956195
30,165436,625,0.0037778931862957163,506.4216521564847
39,17764,5821,0.32768,803.9329639832699
43,165436,5821,0.035184372088832,955.9864503234189
30,206795,781,0.0037778931862957163,530.573035089677
3,34694,165436,4.76837158203125,799.99919663336
40,84703,323117,3.814697265625,1045.5454430489065
30,258494,977,0.0037778931862957163,551.2362732888799
39,22204,7276,0.32768,820.4829420387786
3,43368,206795,4.76837158203125,802.7974976510167
30,323117,1221,0.0037778931862957163,568.6941218396645
43,206795,7276,0.035184372088832,960.501207054172
30,403897,1526,0.0037778931862957163,583.2917104074444
39,27756,9095,0.32768,834.0782536223525
40,105879,403897,3.814697265625,1047.564222604399
3,54210,258494,4.76837158203125,805.053174985503
43,258494,9095,0.035184372088832,964.1330000756345
3,67763,323117,4.76837158203125,806.8687136851713
39,34694,11369,0.32768,845.1884920307538
3,84703,403897,4.76837158203125,808.3282308887179
43,323117,11369,0.035184372088832,967.0513020762281
39,43368,14211,0.32768,854.2299016560843
39,54210,17764,0.32768,861.5629050903592
43,403897,14211,0.035184372088832,969.3942178138549
39,67763,22204,0.32768,867.4941751377605
39,84703,27756,0.32768,872.2811982110907
39,105879,34694,0.32768,876.137956034136
39,132349,43368,0.32768,879.2408632164947
14,2384,400,0.16777216,358.1724191435271
19,11369,400,0.035184372088832,342.5767224921179
39,165436,54210,0.32768,881.7344575105877
19,14211,500,0.035184372088832,371.8439861790272
14,2980,500,0.16777216,419.0765425208002
19,17764,625,0.035184372088832,397.89332440096456
19,22204,781,0.035184372088832,420.63540610285776
39,206795,67763,0.32768,883.7365798208145
14,3725,625,0.16777216,478.967978916616
19,27756,977,0.035184372088832,440.17212575880706
19,34694,1221,0.035184372088832,456.7321566900174
5,400,323117,807.7935669463161,573.2476662535778
19,43368,1526,0.035184372088832,470.6153359739622
14,4657,781,0.16777216,535.8004553640773
39,258494,84703,0.32768,885.3429336771799
5,500,403897,807.7935669463161,588.6961999983307
19,54210,1907,0.035184372088832,482.15001308693263
43,258494,400,0.0015474250491067253,832.7669066317301
19,67763,2384,0.035184372088832,491.66344686469546
14,5821,977,0.16777216,588.1089818732968
19,84703,2980,0.035184372088832,499.46328363345043
39,323117,105879,0.32768,886.6310058636083
19,105879,3725,0.035184372088832,505.827481417057
43,323117,500,0.0015474250491067253,858.9178758195384
19,132349,4657,0.035184372088832,511.00015271213437
14,7276,1221,0.16777216,635.0316628312544
19,165436,5821,0.035184372088832,515.191242566548
39,403897,132349,0.32768,887.6633813922567
14,400,2980,7.450580596923828,477.128775860751
19,206795,7276,0.035184372088832,518.578479849742
19,258494,9095,0.035184372088832,521.310510538738
9,400,403897,1009.7419586828951,474.96153800656583
14,9095,1526,0.16777216,676.2318380467497
43,403897,625,0.0015474250491067253,880.8566919768344
